Service Code,Department,Category,Service Name,Service Rate
OGSF000135,Obstetrics Surgery,Surgical Procedures,OPEN TUBAL REPAIR SURGERY,750000
OGSF000136,Obstetrics Surgery,Obstetrics & Gynaecology,LAPAROSCOPIC ADHESIOLYSIS,1200000
OGSF000137,Obstetrics Surgery,Obstetrics & Gynaecology,LAPAROSCOPIC TREATMENT OF ENDOMETROSIS,750000
OGSF000138,Obstetrics Surgery,Obstetrics & Gynaecology,LAPAROSCOPIC CERCLAG,750000
OGSF000139,Obstetrics Surgery,Surgical Procedures,LAPAROSCOPIC TUBAL REPAIR SURGERY,750000
OGSF000140,Obstetrics Surgery,Obstetrics & Gynaecology,LAPAROSCOP OVARIAN TO POLYCYSTIC OVARIES,750000
OGSF000141,Obstetrics Surgery,Surgical Procedures,LAPAROTOMY TO ENDOMETRIOSIS WITH SURGEON,750000
OGSF000142,Obstetrics Surgery,Obstetrics Surgery,ECTOPIC PREGNANCY -LAPRAOSCOPIC,750000
OGSF000143,Obstetrics Surgery,Surgical Procedures,OVARIAN CYSTECTOMY-LAPAROSCOPIC,750000
OGSF000144,Obstetrics Surgery,Obstetrics & Gynaecology,OOPHORECTOMY -LAPAROSCOPIC,750000
OGSF000145,Obstetrics Surgery,Surgical Procedures,OOPHORECTOMY -LAPAROTOMY,750000
OGSF000146,Obstetrics Surgery,Obstetrics Surgery,COLPORRHAPHY,750000
OGSF000147,Obstetrics Surgery,Obstetrics & Gynaecology,OPEN MYOMECTOMY,750000
OGSF000148,Obstetrics Surgery,Obstetrics Surgery,ABDOMINAL CERCLAG,350000
OGSF000149,Obstetrics Surgery,Obstetrics & Gynaecology,MYOMECTOMY,750000
OGSF000150,Obstetrics Surgery,Ophthalmology,CONTACT LENS FITTING,400000
OPMS000002,Ophthalmology,Ophthalmology,FUNDUS PHOTOGRAPHY /PER EYE,16000
OPPF000001,Ophthalmology,Ophthalmology,ARTIFICIAL EYE TRIAL,12300
OPPF000002,Ophthalmology,Ophthalmology,ARGON LASER PROCEDURES(PER SITTING),6200
OPPF000003,Ophthalmology,Ophthalmology,CAUTERIZATION OF PUNCTA,61200
OPPF000004,Ophthalmology,Ophthalmology,CHALAZION REMOVAL/ ONE EYE,16000
OPPF000005,Ophthalmology,Ophthalmology,COLLAGEN PUNCTAL PLUGS/ PER EYE,30600
OPPF000006,Ophthalmology,Ophthalmology,COMPUTERISED VISUAL FIELDS,16000
OPPF000007,Ophthalmology,Ophthalmology,CONTACT LENS FITTING,30600
OPPF000008,Ophthalmology,Ophthalmology,CYST REMOVAL,12300
OPPF000009,Ophthalmology,Ophthalmology,CONTACT LENS TRIAL,30600
OPPF000010,Ophthalmology,Laboratory Tests,CONTRAST SENSITIVITY,9200
OPPF000011,Ophthalmology,Surgical Procedures,CORNEAL GRAFT SUTURE REMOVAL,9200
OPPF000012,Ophthalmology,Ophthalmology,CORNEAL PACHYMETRY,79600
OPPF000013,Ophthalmology,Ophthalmology,"CORNEAL SCRAPING, GRAM STAIN+C&S",9200
OPPF000014,Ophthalmology,Ophthalmology,CORNEAL TOPOGRAPHY,12300
OPPF000015,Ophthalmology,Ophthalmology,CRYOTHERAPY OF LESION OF EYELID,20300
OPPF000016,Ophthalmology,Ophthalmology,"DIATHERMY COAGULATION, TRICHIASIS OF LIDS",16000
OPPF000017,Ophthalmology,Pharmaceuticals,DRESSING W/WO PRESSURE PATCH,16000
OPPF000018,Ophthalmology,Ophthalmology,ELECTROLYSIS OF EYELASHES,9200
OPPF000019,Ophthalmology,Ophthalmology,ELECTROLYSIS U LA,16000
OPPF000020,Ophthalmology,Ophthalmology,EPILATION OF EYELASHES,18400
OPPF000021,Ophthalmology,Ophthalmology,EXAMINATION OF COLOR VISION,9200
OPPF000022,Ophthalmology,Cardiology Procedures,FLUORESCENCE ANGIOGRAPHY(FLUO ANGIOGRAPGY),9200
OPPF000023,Ophthalmology,Ophthalmology,l&D OF STYE,55100
OPPF000024,Ophthalmology,Ophthalmology,LVA TRIAL,30600
OPPF000025,Ophthalmology,Ophthalmology,DRAINAGE OF LACRIMAL ABSCESS,12300
OPPF000026,Ophthalmology,Ophthalmology,DRAINAGE OF LID ABSCESS,400000
OPPF000027,Ophthalmology,Ophthalmology,MACULAR LASER -BOTH EYES,12300
OPPF000028,Ophthalmology,Ophthalmology,MACULAR LASER -ONE EYE,79600
OPPF000029,Ophthalmology,Ophthalmology,FOCAL LASER ONE EYE,49000
OPPF000030,Ophthalmology,Ophthalmology,FOCAL LASER BOTH EYES,500000
OPPF000031,Ophthalmology,Ophthalmology,PERIMETRY,900000
OPPF000032,Ophthalmology,Ophthalmology,RETINAL LASER - PRP ONE EYE,55000
OPPF000033,Ophthalmology,Ophthalmology,RETINAL LASER - PRP BOTH EYES,550000
OPPF000035,Ophthalmology,Ophthalmology,PROVOCATIVE TESTS FOR GLAUCOMA/ W.D.T,50000
OPPF000036,Ophthalmology,Ophthalmology,REFRACTION,50000
OPPF000037,Ophthalmology,Ophthalmology,EYE EXAM UNDER DILATION AND BIOMICROSCOPY,16000
OPPF000038,Ophthalmology,Ophthalmology,INDIRECT OPHTHALMOSCOPY,9200
OPPF000039,Ophthalmology,Ophthalmology,TONOMETRY EYE,16000
OPPF000040,Ophthalmology,Ophthalmology,COLOUR VISION TEST,9200
OPPF000042,Ophthalmology,Ophthalmology,SAC SYRINGING,9200
OPPF000043,Ophthalmology,Ophthalmology,GONIOSCOPY EYE,9200
OPPF000044,Ophthalmology,Ophthalmology,REMOVAL OF FB FROM CORNEA,16000
OPPF000045,Ophthalmology,Medical Supplies & Equipment,"REMOVAL OF FB,CONJUNCTIVA WITH DRESSING",90000
OPPF000046,Ophthalmology,Ophthalmology,SCHIRMERS TEST,150000
OPPF000047,Ophthalmology,Ophthalmology,SPECULAR MICROSCOPY,18000
OPPF000048,Ophthalmology,Ophthalmology,"SUBCONJUNCTIVAL THERAPY/INJ, 1 EYE",18000
OPPF000049,Ophthalmology,Radiology & Imaging,ULTRASOUND.A/B SCAN.AXIAN BIOMETRY/KERATOMATRY,45000
OPPF000050,Ophthalmology,Ophthalmology,YAG LASER TREATMENT ONE EYE) CAPSULOTOM /IRIDOTOMY,24000
OPPF000051,Ophthalmology,Ophthalmology,YAG LASER TREATMENT(BOTH EYES) CAPSULOTOMY/IRIDOTOMY,85700
OPPF000052,Ophthalmology,"ENT (Ear, Nose & Throat)",VISUAL EVOKED POTENTIAL(VEP),159200
OPPF000053,Ophthalmology,Ophthalmology,OPTICAL COHERENCE TOMOGRAPHY UNILATERAL,55100
OPPF000056,Ophthalmology,Ophthalmology,OPTICAL COHERENCE TOMOGRAPHY BILATERAL,27600
OPPF000057,Ophthalmology,Ophthalmology,CONVERGANCE WEAKNESS EXERCISE,42900
OPPF000063,Ophthalmology,Ophthalmology,ANTERIOR VITRECTOMY,1600
OPSF000001,Ophthalmology Surgery,Laboratory Tests,BIOPSY OF LESION OF EYELID,306000
OPSF000002,Ophthalmology Surgery,Ophthalmology Surgery,BIOSPY OF LACRIMAL SAC,180000
OPSF000003,Ophthalmology Surgery,Laboratory Tests,BIOPSY OF LESION OF CONJUNCTIVA,183600
OPSF000004,Ophthalmology Surgery,Laboratory Tests,BIOPSY OF LESION OF RETINA,61200
OPSF000005,Ophthalmology Surgery,Ophthalmology Surgery,CAUTERIZATION INCLUDING CRYOTHERAPY OF CONJUNCTIVAL LESION,1800000
OPSF000006,Ophthalmology Surgery,Ophthalmology Surgery,CORRECTION OF ECTROPION,428400
OPSF000007,Ophthalmology Surgery,"ENT (Ear, Nose & Throat)",CORRECTION OF ENTROPION,244800
OPSF000008,Ophthalmology Surgery,Ophthalmology,CORRECTION OF SQUINT WITH BOTULINUM TOXIN,244800
OPSF000009,Ophthalmology Surgery,Ophthalmology,CORRECTION OF SQUINT WITH ADJUSTABLE SUTURE(ONE/BOTH EYE),244800
OPSF000010,Ophthalmology Surgery,Ophthalmology Surgery,CANTHOTOMY/CURETTAGE,489500
OPSF000011,Ophthalmology Surgery,Ophthalmology Surgery,CORRECTION OF EPICANTHUS,244800
OPSF000012,Ophthalmology Surgery,Ophthalmology Surgery,CORRECTION OF TELECANTHUS,244800
OPSF000013,Ophthalmology Surgery,Surgical Procedures,CORNEAL GRAFT SUTURE REMOVAL,244800
OPSF000014,Ophthalmology Surgery,Ophthalmology Surgery,CORRECTION OF TRICHIASIS,61200
OPSF000015,Ophthalmology Surgery,Medical Supplies & Equipment,DACRYO CYSTO RHINOSTOMY/WITH OR WITHOUT INSERTION OF TUBE,79600
OPSF000016,Ophthalmology Surgery,Surgical Procedures,DACRYOCYSTECTOMY,550700
OPSF000017,Ophthalmology Surgery,Ophthalmology Surgery,DIVISION OF ADHESIONS OF CONJUNCTIVA,306000
OPSF000018,Ophthalmology Surgery,Ophthalmology Surgery,DIALATION OF LACHRYMAL PUNCTUM UNDER GA,79600
OPSF000019,Ophthalmology Surgery,Ophthalmology Surgery,DECOMPRESSION OF ORBIT,79600
OPSF000020,Ophthalmology Surgery,Ophthalmology Surgery,DRAINAGE OF CONJUNCTIVAL CYST,550700
OPSF000021,Ophthalmology Surgery,Ophthalmology Surgery,DRAINAGE OF ORBIT,79600
OPSF000022,Ophthalmology Surgery,Ophthalmology,DRAINAGE OF LESION OF EYELID,244800
OPSF000023,Ophthalmology Surgery,Surgical Procedures,ECTROPION REPAIR (1 LID),61200
OPSF000024,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LESION OF RETINA,244800
OPSF000025,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LACREMAL SAC,428400
OPSF000026,Ophthalmology Surgery,Ophthalmology Surgery,EXPLORATION OF CONJUNCTIVA(WITH REMOVAL OF FB,244800
OPSF000027,Ophthalmology Surgery,Surgical Procedures,ECTROPION REPAIR (2 LID),61200
OPSF000028,Ophthalmology Surgery,Surgical Procedures,ENTROPION REPAIR (1 LID),244800
OPSF000029,Ophthalmology Surgery,Ophthalmology,EXCISSION /CURETTAGE/CRYOTHERAPY OF LESSION OF EYELID(S),244800
OPSF000030,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LESSION OF ORBIT,79600
OPSF000031,Ophthalmology Surgery,Surgical Procedures,ENTROPION REPAIR (2 LID),489500
OPSF000032,Ophthalmology Surgery,Ophthalmology,ENUCLEATION OF EYEBALL,244800
OPSF000033,Ophthalmology Surgery,Obstetrics & Gynaecology,EVACUATION OF HYPHEMA,306000
OPSF000034,Ophthalmology Surgery,Ophthalmology Surgery,EVISCERATION,428400
OPSF000035,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LARGE CHALAZION,306000
OPSF000036,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LESION OF CANTHUS,79600
OPSF000037,Ophthalmology Surgery,Surgical Procedures,EXTRACAPSULAR EXTRACTION WITH OR WITHOUT IMPLANT,79600
OPSF000038,Ophthalmology Surgery,Dental Services,EXTRA CAPSULAR EXTRACTION WITH IMPLAN BILATERAL,428400
OPSF000039,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LESION OF CORNEA,795400
OPSF000040,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LESION OF EYEBROW,79600
OPSF000041,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LESION OF IRIS,79600
OPSF000042,Ophthalmology Surgery,Surgical Procedures,EXCISION OF LESION OF SCLERA,79600
OPSF000043,Ophthalmology Surgery,Ophthalmology Surgery,EXPLORATION OF ORBIT,79600
OPSF000044,Ophthalmology Surgery,Surgical Procedures,GRAFT OF SKIN TO CANTHUS,183600
OPSF000045,Ophthalmology Surgery,Ophthalmology,GONIOTOMY(SURGICAL TREATMENT OF GLAUCOMA),489500
OPSF000046,Ophthalmology Surgery,Surgical Procedures,GRAFT OF SKIN TO EYELID,244800
OPSF000047,Ophthalmology Surgery,Ophthalmology Surgery,INTRAOCULAR FOREIGN BODY REMOVAL,489500
OPSF000048,Ophthalmology Surgery,Ophthalmology Surgery,IRIDOCYCLECTOMY,428400
OPSF000049,Ophthalmology Surgery,Ophthalmology Surgery,INTRAOCULAR TUMOR REMOVAL,244800
OPSF000050,Ophthalmology Surgery,Ophthalmology Surgery,INCISION OF LACHRYMAL SAC,428400
OPSF000051,Ophthalmology Surgery,Pharmaceuticals,INJECTION/IRRIGATION OF ANTERIOR CHAMBER,79600
OPSF000052,Ophthalmology Surgery,Surgical Procedures,LAMELLAR GRAFT(KERATOPLASTY) TO CORNEA,79600
OPSF000053,Ophthalmology Surgery,Ophthalmology Surgery,LASER TRABECULOPLASTY,489500
OPSF000054,Ophthalmology Surgery,Ophthalmology,LASER PHOTOCOAGULATION/CRYOTHERPY/RADIOTHERAPY OF LESSION OF RETINA...,183600
OPSF000055,Ophthalmology Surgery,Surgical Procedures,MAJOR LID LACERATION REPAIR,183600
OPSF000056,Ophthalmology Surgery,Surgical Procedures,MUCOUS MEMBRANE GRAFTING,428400
OPSF000057,Ophthalmology Surgery,Surgical Procedures,MUCOSAL GRAFT TO CONJUNCTIVA,428400
OPSF000058,Ophthalmology Surgery,Ophthalmology Surgery,NASOLACRIMAL DUCT PROBING,244800
OPSF000059,Ophthalmology Surgery,Orthopaedics,OPEN REDUCTION OF FRACTURE OF ORBIT,183600
OPSF000060,Ophthalmology Surgery,Pharmaceuticals,PTERYGIUM EXCN WITH CONJUNCTIVAL TRANSP,489500
OPSF000061,Ophthalmology Surgery,"ENT (Ear, Nose & Throat)",PARACENTESIS,183600
OPSF000062,Ophthalmology Surgery,Surgical Procedures,PERFORATING GRAFT(KERATOPLASTY TO CORNEA),183600
OPSF000063,Ophthalmology Surgery,Surgical Procedures,PTOSIS SURGERY,489500
OPSF000064,Ophthalmology Surgery,Ophthalmology Surgery,PUNCTUAL OCLUSION,489500
OPSF000065,Ophthalmology Surgery,Ophthalmology Surgery,REMOVAL OF SILICONE OIL,183600
OPSF000066,Ophthalmology Surgery,Ophthalmology Surgery,REMOVAL OF FOREIGN BODY FROM IRIS,244800
OPSF000067,Ophthalmology Surgery,Ophthalmology Surgery,REMOVAL OF FB FROM ANTERIOR CHAMBER,183600
OPSF000068,Ophthalmology Surgery,Ophthalmology Surgery,REFORMATION OF ANTERIOR CHAMBER,244800
OPSF000069,Ophthalmology Surgery,Ophthalmology Surgery,REMOVAL OF FOREIGN BODY FROM ORBIT,489500
OPSF000070,Ophthalmology Surgery,Medical Supplies & Equipment,REMOVAL OF SUTURE OF CONJUNCTIVA,611900
OPSF000071,Ophthalmology Surgery,Ophthalmology Surgery,RADIOTHERAPY TO CONJUNCTIVA LESSION,79600
OPSF000072,Ophthalmology Surgery,Pharmaceuticals,RETROBULBAR INJECTION,122400
OPSF000073,Ophthalmology Surgery,"ENT (Ear, Nose & Throat)",REMOVAL OF ORBIT ( EXENTERATION ),79600
OPSF000074,Ophthalmology Surgery,Ophthalmology Surgery,RECONSTRUCTION OF CAVITY OF ORBIT,611900
OPSF000075,Ophthalmology Surgery,Surgical Procedures,REPAIR OF CORNEAL WOUND,244800
OPSF000076,Ophthalmology Surgery,Surgical Procedures,REPAIR OF PROLAPSED IRIS,306000
OPSF000077,Ophthalmology Surgery,Surgical Procedures,REPAIR OF SCLERAL LACERATION,306000
OPSF000078,Ophthalmology Surgery,Surgical Procedures,REMOVAL OF LENS IMPLANT,306000
OPSF000079,Ophthalmology Surgery,Surgical Procedures,REPAIR OF TORN CANALICULUS,244800
OPSF000080,Ophthalmology Surgery,Surgical Procedures,REVISION OF SQUINT SURGERY OF ONE OR BOTH EYES,306000
OPSF000081,Ophthalmology Surgery,Surgical Procedures,REVISION OF SQUINT SURGERY WITH ADJUSTABLE SUTURE,611900
OPSF000082,Ophthalmology Surgery,Surgical Procedures,REVISION OF LENS IMPLANT,795400
OPSF000083,Ophthalmology Surgery,Ophthalmology Surgery,SAC WASHOUT SYRINGING+PROBING U GA,244800
OPSF000084,Ophthalmology Surgery,Surgical Procedures,SCLERAL GRAFT,79600
OPSF000085,Ophthalmology Surgery,Surgical Procedures,SECONDARY INSERATION / INTRAOCULAR OF LENS IMPLANT,489500
OPSF000086,Ophthalmology Surgery,Medical Supplies & Equipment,SUTURE OF CONJUNCTIVA,244800
OPSF000087,Ophthalmology Surgery,Ophthalmology,SURGICAL CORRECTION OF SQUINT(SINGLE/BOTH EYE),79600
OPSF000088,Ophthalmology Surgery,Ophthalmology,SUTURE OF EYEBROW(IN ISOLATION),489500
OPSF000089,Ophthalmology Surgery,Ophthalmology Surgery,SURGICAL IRIDECTOMY,79600
OPSF000090,Ophthalmology Surgery,Ophthalmology Surgery,SURGICAL TRABULECTOMY,244800
OPSF000091,Ophthalmology Surgery,Ophthalmology,SUTURE OF EYELID(LACERATION),489500
OPSF000092,Ophthalmology Surgery,Ophthalmology Surgery,THREE SNIP OPERATION,428400
OPSF000093,Ophthalmology Surgery,Ophthalmology,TRABECULECTOMY(INCLUDING LASER),183600
OPSF000094,Ophthalmology Surgery,Ophthalmology Surgery,TARSOMULLERCTOMY,489500
OPSF000095,Ophthalmology Surgery,Ophthalmology,TENOTOMY OF MUSCLES OF ONE/BOTH EYE,428400
OPSF000096,Ophthalmology Surgery,Ophthalmology,TRANSPOSITION OF MUSCLES OF ONE/BOTH EYE,244800
OPSF000097,Ophthalmology Surgery,Ophthalmology,TATTOOING OF CORNEA,489500
OPSF000098,Ophthalmology Surgery,Ophthalmology,TOTAL RECONSTRUCTION OF EYELID,244800
OPSF000099,Ophthalmology Surgery,Ophthalmology,TOTAL RECONSTRUCTION OF EYELID - BILATERAL,611900
OPSF000100,Ophthalmology Surgery,Orthopaedics,APPLICATION OF SKELETAL TRACTION TO BONE,795400
ORPF000001,Orthopaedics,Orthopaedics,CLOSED REDUCTION OF FRACTURE OF PHALANX,180000
ORPF000002,Orthopaedics,Orthopaedics,CLOSED REDUCTION OF FRACTURE OF SMALL BONES,300000
ORPF000003,Orthopaedics,Orthopaedics,CYLINDER CAST,300000
ORPF000004,Orthopaedics,Orthopaedics,FIBRE GLASS CAST. ABOVE ELBOW,50000
ORPF000005,Orthopaedics,Orthopaedics,FIBRE GLASS CAST. ABOVE KNEE,160000
ORPF000006,Orthopaedics,Orthopaedics,FIBRE GLASS CAST. BELOW ELBOW,180000
ORPF000007,Orthopaedics,Orthopaedics,FIBRE GLASS CAST. BELOW KNEE,140000
ORPF000008,Orthopaedics,Orthopaedics,FIGURE 8 BANDAGE FOR FRACTURE CLAVICLE,140000
ORPF000009,Orthopaedics,Intensive Care,INTRAARTICULAR INJ,16000
ORPF000010,Orthopaedics,Orthopaedics,JOINT INJ HYALURONIC ACID,79600
ORPF000011,Orthopaedics,Orthopaedics,"POP CAST, ABOVE ELBOW",130000
ORPF000012,Orthopaedics,Orthopaedics,"POP CAST, ABOVE KNEE",130000
ORPF000013,Orthopaedics,Orthopaedics,"POP CAST, BELOW ELBOW",130000
ORPF000014,Orthopaedics,Orthopaedics,"POP CAST, BELOW KNEE",180000
ORPF000015,Orthopaedics,Orthopaedics,JOINT ASPIRATION,180000
ORPF000016,Orthopaedics,Orthopaedics,REDUCTION OF DISLOCATION / FRACTURE WITH SEDATION ALL JOINTS,350000
ORPF000017,Orthopaedics,Orthopaedics,REMOVAL OF PLASTER (BIG JOINT),300000
ORPF000018,Orthopaedics,Orthopaedics,REMOVAL OF PLASTER (SMALL JOINT),55000
ORPF000019,Orthopaedics,Orthopaedics,REMOVAL OF SKELETAL TRACTION FROM BONE,15000
ORPF000020,Orthopaedics,Orthopaedics,"SPLINT, 1 HAND",450000
ORPF000021,Orthopaedics,Orthopaedics,STRAPPING OF JOINT,60000
ORPF000022,Orthopaedics,Orthopaedics,BUDDY STRAPPING OF FINGER/TOES,60000
ORPF000023,Orthopaedics,Orthopaedics,SOFT TISSUE STABILISATION FOR FINGER TIP INJURY,40000
ORPF000024,Orthopaedics,Orthopaedics,CLW SUTURING,90000
ORPF000025,Orthopaedics,Medical Supplies & Equipment,DRESSING LARGE WOUND,80000
ORPF000026,Orthopaedics,Medical Supplies & Equipment,DRESSING SMALL WOUND,60000
ORPF000027,Orthopaedics,"ENT (Ear, Nose & Throat)",DEBRIDEMENT OF SMALL WOUND,45000
ORPF000028,Orthopaedics,"ENT (Ear, Nose & Throat)",DEBRIDEMENT OF LARGE WOUND,350000
ORPF000029,Orthopaedics,Pharmaceuticals,LOCAL STEROID INJECTION FOR TRIGGER FINGER,450000
ORPF000030,Orthopaedics,Pharmaceuticals,LOCAL STEROID INJECTION FOR DEQUERVAINS TENOSYNOVITIS,42900
ORPF000031,Orthopaedics,Pharmaceuticals,LOCAL STEROID INJECTION FOR TENNIS ELBOW,42900
ORPF000032,Orthopaedics,Orthopaedics,APPLICATION OF THUMB SPICA/SCAPHOID CAST,42900
ORPF000033,Orthopaedics,Orthopaedics,APPLICATION OF THOMAS TRACTION,20300
ORPF000034,Orthopaedics,Orthopaedics,APPLICATION OF BUCKS/STRAIGHT LEG SKIN TRACTION,48000
ORPF000035,Orthopaedics,Orthopaedics,APPLICATION OF BRACE TO LOWER LIMB/UPPER LIMB,24000
ORPF000036,Orthopaedics,Orthopaedics,ZIMMER SPLINT TO FINGERS,12300
ORPF000037,Orthopaedics,Surgical Procedures,AMPUTATION AT MIDCARPAL/TRANSMETACARPAURAY,48000
ORSF000001,Orthopaedic Surgery,Surgical Procedures,AMPUTATION OF FINGER/DIGITAL,183600
ORSF000002,Orthopaedic Surgery,Orthopaedics,CLOSED REDUCTION & EXT FIXATION OF FRACTURE OF SMALL BONE,500000
ORSF000003,Orthopaedic Surgery,Orthopaedics,CLOSED REDUCTION & INT FIXATION OF SMALL BONE,900000
ORSF000004,Orthopaedic Surgery,Orthopaedics,CLOSED REDUCTION OF FRACTURE OF PHALANX(INTERNAL FIXATION),1100000
ORSF000005,Orthopaedic Surgery,Orthopaedics,CLOSED REDUCTION OF FRACTURE OF SMALL BONES,800000
ORSF000006,Orthopaedic Surgery,Orthopaedic Surgery,DUPUYTRENS CONTRACTURE. COMPLEX FASCIECTOMY,700000
ORSF000007,Orthopaedic Surgery,Orthopaedic Surgery,DUPUYTRENS CONTRACTURE,950000
ORSF000008,Orthopaedic Surgery,Orthopaedic Surgery,DUPUYTRENS CONTRACTURE. SIMPLE FASCIECTOMY,950000
ORSF000009,Orthopaedic Surgery,Surgical Procedures,"EXCISION ARTHROPLASTY OF FIRST MTP JOINT, PRIMARY",950000
ORSF000010,Orthopaedic Surgery,Orthopaedic Surgery,FUSION OF FIRST MTP JOINT+IP JOINT,850000
ORSF000011,Orthopaedic Surgery,Orthopaedics,"OR OF FRACTURE OF PHALANX, PRIM.ARY(EXTERN.AL FIXATION)",1200000
ORSF000012,Orthopaedic Surgery,Orthopaedic Surgery,PRIMARY OPEN REDUCTION OF TRAUMATIC DISLOCATION OF SMALL JOINT,850000
ORSF000013,Orthopaedic Surgery,Orthopaedics,"OR OF FRACTURE OF PHALANX, PRIMARY(INTERNAL FIXATION)",1500000
ORSF000014,Orthopaedic Surgery,Orthopaedics,OR OF FRACTURE OF SMALL BONE. PRIMARY(INTERNAL FIXATION),1200000
ORSF000015,Orthopaedic Surgery,Orthopaedics,"OR INTERNAL FIXATION OF FRACTURE OF PHALANX, PRIMARY",1200000
ORSF000016,Orthopaedic Surgery,Orthopaedics,OR OF INTRAARTICULAR FRACTURE OF SMALL BONE. PRIMARY(EXTERNAL FIXATION),1200000
ORSF000017,Orthopaedic Surgery,Orthopaedics,OR OF INTRAARTICULAR FRACTURE OF SMALL BONE. PRIMARY(INTERNAL FIXATION),1200000
ORSF000018,Orthopaedic Surgery,Orthopaedics,OR OF FRACTURE OF SMALL BONE. PRIMARY(EXTERNAL FIXATION),1200000
ORSF000019,Orthopaedic Surgery,Orthopaedic Surgery,PRIMARY OPEN REDUCTION OF TRAUMATIC DISLOCATION OF SMALL JOINT,950000
ORSF000020,Orthopaedic Surgery,Surgical Procedures,OSTEOTOMY OF MULTIPLE METATARSALS,850000
ORSF000021,Orthopaedic Surgery,Orthopaedics,OPEN FRACTURE - UPPER LIMB (DEBRIDEMENT & EXTERNAL FIXATION),750000
ORSF000022,Orthopaedic Surgery,Orthopaedics,OPEN FRACTURE - UPPER LIMB (DEBRIDEMENT & INTERNAL FIXATION),850000
ORSF000023,Orthopaedic Surgery,Orthopaedics,OPEN FRACTURE - UPPER LIMB (DEBRIDEMENT & POP STABILIZATION),850000
ORSF000024,Orthopaedic Surgery,Orthopaedics,OPEN FRACTURE - LOWER LIMB (DEBRIDEMENT & EXTERNAL FIXATION),850000
ORSF000025,Orthopaedic Surgery,Orthopaedics,OPEN FRACTURE - LOWER LIMB (DEBRIDEMENT & INTERNAL FIXATION),800000
ORSF000026,Orthopaedic Surgery,Orthopaedics,OPEN FRACTURE - LOWER LIMB (DEBRIDEMENT & POP STABILIZATION),1400000
ORSF000027,Orthopaedic Surgery,Orthopaedics,FRACTURE ACETABULUM - SIMPLE,900000
ORSF000028,Orthopaedic Surgery,Orthopaedics,FRACTURE ACETABULUM - COMPLEX,1100000
ORSF000029,Orthopaedic Surgery,Surgical Procedures,"REPAIR OF TENDON OF FOOT, PRIMARY",850000
ORSF000030,Orthopaedic Surgery,Surgical Procedures,"REPAIR OF TENDON, PLASTIC GRAFT",850000
ORSF000031,Orthopaedic Surgery,Surgical Procedures,"REPAIR OF TENDON, SECONDARY GRAFT",750000
ORSF000032,Orthopaedic Surgery,Orthopaedic Surgery,SECONDARY OPEN REDUCTION OF TRAUMATIC DISLOCATION OF SMALL JOINT,850000
ORSF000033,Orthopaedic Surgery,Surgical Procedures,REPAIR OF FINGER TIP INJURY FOLLOWING AVULSION WITH FLAP,850000
ORSF000034,Orthopaedic Surgery,Surgical Procedures,REPAIR OF FINGER TIP INJURY FOLLOWING AVULSION WITHOUT FLAP,850000
ORSF000035,Orthopaedic Surgery,Surgical Procedures,PRIMARY ARTHRODESIS OF SMALL JOINT AND BONE GRAFT AND INTERNAL FIXATION,850000
ORSF000036,Orthopaedic Surgery,Surgical Procedures,TENDON GRAFT (PLASITC),850000
ORSF000037,Orthopaedic Surgery,Plastic & Cosmetic Surgery,TENOLYSIS OF FLEXOR (PLASTIC),800000
ORSF000038,Orthopaedic Surgery,Orthopaedic Surgery,TENOLYSIS OTHER THAN FLEXOR,750000
ORSF000039,Orthopaedic Surgery,Orthopaedic Surgery,SYNOVECTOMY OF HAND JOINT,500000
ORSF000040,Orthopaedic Surgery,Surgical Procedures,AMPUTATION OF THUMB,300000
ORSF000041,Orthopaedic Surgery,Surgical Procedures,EXTENSOR OF HAND. PRIMARY REPAIR,244800
ORSF000042,Orthopaedic Surgery,Surgical Procedures,EXTENSOR OF HAND. SECONDARY REPAIR,183600
ORSF000043,Orthopaedic Surgery,Orthopaedic Surgery,FUSION WRIST,244800
ORSF000044,Orthopaedic Surgery,Orthopaedic Surgery,POLLICISATION OF FINGER FOR THUMB RECONSTRUCTION,306000
ORSF000045,Orthopaedic Surgery,Surgical Procedures,NON UNION OF SCAPHOID BONE (FIXATION WITH BONE GRAFT),428400
ORSF000046,Orthopaedic Surgery,Surgical Procedures,NON UNION OF SCAPHOID BONE (EXCISION OF SCAPHOID),306000
ORSF000047,Orthopaedic Surgery,Surgical Procedures,TOE TO THUMB TRANSPLANT,183600
ORSF000048,Orthopaedic Surgery,Orthopaedic Surgery,PROXIMAL ROW CARPECTOMY,489500
ORSF000049,Orthopaedic Surgery,Orthopaedics,COLLES FRACTURE MUAAND POP,244800
ORSF000050,Orthopaedic Surgery,Orthopaedics,COLLES FRACTURE MUAAND K-WIRE FIXATION AND POP,122400
ORSF000051,Orthopaedic Surgery,Pharmaceuticals,DISTAL RADIUS FRACTURE OR IF SIMPLE,183600
